iter	F1	Logloss
884	0.6213540578	0.6005376537
885	0.6214942616	0.6005092774
886	0.6215034965	0.6004967044
887	0.6215045593	0.6004306009
888	0.6212466743	0.6003823477
889	0.6213108835	0.600353242
890	0.621135245	0.6003048162
891	0.6211182485	0.6002923497
892	0.6214691412	0.6002138421
893	0.6214377992	0.6001893111
894	0.6214023823	0.6001666157
895	0.6215019853	0.6001396705
896	0.6215019853	0.6001236704
897	0.6215728373	0.600082742
898	0.6215348369	0.6000782481
899	0.6215112192	0.6000340941
900	0.6216159736	0.5999855096
901	0.6216683448	0.5999744215
902	0.6216498566	0.5999431488
903	0.6217520134	0.5999252742
904	0.6217350835	0.5999152062
905	0.6218398009	0.5998779638
906	0.6220651926	0.5998011437
